mouse_num,level,score,freq_played
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,0,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,0,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,2,10000
5,0,2,10000
5,0,2,10000
5,0,2,10000
5,0,2,10000
5,0,2,10000
5,0,2,10000
5,0,2,10000
5,0,2,10000
5,0,2,10000
5,0,2,10000
5,0,2,10000
5,0,2,10000
5,0,0,10000
5,0,2,10000
5,0,0,10000
5,0,2,10000
5,0,0,10000
5,0,2,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,2,10000
5,0,0,10000
5,0,2,10000
5,0,0,10000
5,0,2,10000
5,0,0,10000
5,0,2,10000
5,0,2,10000
5,0,2,10000
5,0,0,10000
5,0,2,10000
5,0,2,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,2,10000
5,0,2,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,2,10000
5,0,0,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,2,10000
5,0,2,10000
5,0,2,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,0,2,10000
5,0,0,10000
5,0,0,10000
5,0,0,10000
5,1,0,10000
5,1,2,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,2,10000
5,1,1,7143
5,1,2,10000
5,1,3,7143
5,1,2,10000
5,1,2,10000
5,1,2,10000
5,1,0,10000
5,1,3,7143
5,1,3,7143
5,1,2,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,1,7143
5,1,2,10000
5,1,0,10000
5,1,3,7143
5,1,3,7143
5,1,2,10000
5,1,0,10000
5,1,2,10000
5,1,3,7143
5,1,2,10000
5,1,2,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,2,10000
5,1,2,10000
5,1,0,10000
5,1,3,7143
5,1,1,7143
5,1,2,10000
5,1,2,10000
5,1,2,10000
5,1,3,7143
5,1,2,10000
5,1,2,10000
5,1,3,7143
5,1,2,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,1,7143
5,1,2,10000
5,1,3,7143
5,1,2,10000
5,1,2,10000
5,1,2,10000
5,1,2,10000
5,1,3,7143
5,1,0,10000
5,1,2,10000
5,1,2,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,3,7143
5,1,1,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,2,10000
5,1,2,10000
5,1,3,7143
5,1,2,10000
5,1,2,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,1,7143
5,1,2,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,2,10000
5,1,2,10000
5,1,0,10000
5,1,2,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,3,7143
5,1,3,7143
5,1,2,10000
5,1,2,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,2,10000
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,2,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,3,7143
5,1,3,7143
5,1,3,7143
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,2,10000
5,1,2,10000
5,1,2,10000
5,1,2,10000
5,1,2,10000
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,1,7143
5,1,0,10000
5,1,3,7143
5,1,3,7143
5,1,1,7143
5,1,2,10000
5,1,3,7143
5,1,3,7143
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,2,10000
5,1,3,7143
5,1,2,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,2,10000
5,1,2,10000
5,1,2,10000
5,1,3,7143
5,1,2,10000
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,2,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,1,7143
5,1,0,10000
5,1,1,7143
5,1,0,10000
5,1,3,7143
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,2,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,2,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,1,7143
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,3,7143
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,3,7143
5,1,2,10000
5,1,3,7143
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,1,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,3,7143
5,1,3,7143
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,3,7143
5,1,1,7143
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,1,7143
5,1,3,7143
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,3,7143
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
5,1,0,10000
